Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name 
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
28000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
40000,12,4,Residence area,1,DELUXE
32500,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
60000,12,4,Residence area,1,DIPLOMATIC
35000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
60000,12,4,Residence area,1,DIPLOMATIC
40000,12,4,Residence area,1,DELUXE
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
32500,12,4,Residence area,1,CLASSIC KING
52000,12,4,Residence area,1,DIPLOMATIC
25000,12,4,Residence area,1,CLASSIC KING
41785,12,4,Residence area,1,DELUXE
60000,12,4,Residence area,1,DIPLOMATIC
30000,12,4,Residence area,1,CLASSIC KING
40000,12,4,Residence area,1,DELUXE
30000,12,4,Residence area,1,CLASSIC KING
28000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
55000,12,4,Residence area,1,DIPLOMATIC
30000,12,4,Residence area,1,CLASSIC KING
40000,12,4,Residence area,1,DELUXE
32500,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,CLASSIC KING
25000,12,4,Residence area,1,CLASSIC KING
45000,12,4,Residence area,1,DELUXE
35000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
30000,12,4,Residence area,1,CLASSIC KING
132360,12,4,Residence area,1,EXECUTIVE SUITE
35000,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,CLASSIC KING
35000,12,4,Residence area,1,DELUXE
35000,12,4,Residence area,1,CLASSIC KING
60000,12,4,Residence area,1,DIPLOMATIC
60000,12,4,Residence area,1,DIPLOMATIC
60000,12,4,Residence area,1,DIPLOMATIC
28000,12,4,Residence area,1,CLASSIC KING
65000,12,4,Residence area,1,DIPLOMATIC
45000,12,4,Residence area,1,DELUXE
30000,12,4,Residence area,1,DELUXE
35000,12,4,Residence area,1,DELUXE
30000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
20000,12,4,Residence area,1,CLASSIC KING
55000,12,4,Residence area,1,DIPLOMATIC
30000,12,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,DELUXE
30000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
60000,1,4,Residence area,1,DIPLOMATIC
30000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
28000,1,4,Residence area,1,CLASSIC KING
52000,1,4,Residence area,1,DIPLOMATIC
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
20000,1,4,Residence area,1,CLASSIC KING
50000,1,4,Residence area,1,DIPLOMATIC
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
55000,1,4,Residence area,1,DIPLOMATIC
30000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
40000,1,4,Residence area,1,DELUXE
40000,1,4,Residence area,1,DELUXE
32500,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
40000,1,4,Residence area,1,DELUXE
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
40000,1,4,Residence area,1,DELUXE
40000,1,4,Residence area,1,DELUXE
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
25000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
60000,1,4,Residence area,1,DIPLOMATIC
25000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
35000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
32500,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
40000,1,4,Residence area,1,DELUXE
40000,1,4,Residence area,1,DELUXE
40000,1,4,Residence area,1,DELUXE
40000,1,4,Residence area,1,DELUXE
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
132360,1,4,Residence area,1,EXECUTIVE SUITE
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
30000,1,4,Residence area,1,CLASSIC KING
42500,2,4,Residence area,1,DELUXE
42500,2,4,Residence area,1,DELUXE
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
32500,2,4,Residence area,1,CLASSIC KING
35000,2,4,Residence area,1,CLASSIC KING
35000,2,4,Residence area,2,CLASSIC KING
30000,2,4,Residence area,2,CLASSIC KING
40000,2,4,Residence area,1,DELUXE
60000,2,4,Residence area,1,DIPLOMATIC
60000,2,4,Residence area,1,DIPLOMATIC
35000,2,4,Residence area,1,CLASSIC KING
30000,2,4,Residence area,1,CLASSIC KING
60000,2,4,Residence area,1,DIPLOMATIC
65000,2,4,Residence area,1,DIPLOMATIC
35000,2,4,Residence area,1,CLASSIC KING
0,2,4,Residence area,1,CLASSIC KING
30000,2,4,Residence area,1,CLASSIC KING
28000,2,4,Residence area,1,CLASSIC KING
45000,2,4,Residence area,1,DELUXE
30000,3,4,Residence area,1,CLASSIC KING
25000,3,4,Residence area,1,CLASSIC KING
25000,3,4,Residence area,1,CLASSIC KING
0,3,4,Residence area,2,DIPLOMATIC
40000,3,4,Residence area,2,DELUXE
40000,3,4,Residence area,2,DELUXE
28000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
20000,4,4,Residence area,1,CLASSIC KING
20000,4,4,Residence area,1,CLASSIC KING
27000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
25000,4,4,Residence area,2,CLASSIC KING
20000,4,4,Residence area,10,CLASSIC KING
55000,4,4,Residence area,3,DIPLOMATIC
25000,4,4,Residence area,2,CLASSIC KING
0,4,4,Residence area,1,DIPLOMATIC
0,4,4,Residence area,1,CLASSIC KING
0,4,4,Residence area,1,DELUXE
60000,4,4,Residence area,2,DIPLOMATIC
30000,4,4,Residence area,2,CLASSIC KING
60000,4,4,Residence area,1,DIPLOMATIC
0,4,4,Residence area,9,CLASSIC KING
35000,4,4,Residence area,2,CLASSIC KING
25000,4,4,Residence area,1,CLASSIC KING
25000,4,4,Residence area,1,CLASSIC KING
28000,4,4,Residence area,1,CLASSIC KING
28000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
45000,4,4,Residence area,2,DELUXE
35000,4,4,Residence area,1,CLASSIC KING
0,4,4,Residence area,6,CLASSIC KING
30000,4,4,Residence area,2,CLASSIC KING
45000,4,4,Residence area,1,DELUXE
25000,4,4,Residence area,5,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
60000,4,4,Residence area,1,DIPLOMATIC
35000,4,4,Residence area,1,CLASSIC KING
25000,4,4,Residence area,4,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
25000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
100000,4,4,Residence area,1,EXECUTIVE SUITE
35000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
32500,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,DELUXE
35000,4,4,Residence area,2,CLASSIC KING
30000,4,4,Residence area,2,CLASSIC KING
30000,4,4,Residence area,2,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,DELUXE
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,DELUXE
20000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
28000,4,4,Residence area,1,CLASSIC KING
30000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
35000,4,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
52000,5,4,Residence area,1,DIPLOMATIC
35000,5,4,Residence area,2,CLASSIC KING
45000,5,4,Residence area,1,DELUXE
35000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
0,5,4,Residence area,1,DELUXE
35000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
0,5,4,Residence area,3,CLASSIC KING
0,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
28000,5,4,Residence area,3,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,3,CLASSIC KING
25000,5,4,Residence area,3,CLASSIC KING
25000,5,4,Residence area,3,CLASSIC KING
40000,5,4,Residence area,1,DELUXE
25000,5,4,Residence area,1,CLASSIC KING
28000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
60000,5,4,Residence area,1,DIPLOMATIC
35000,5,4,Residence area,1,CLASSIC KING
28000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
28000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,3,CLASSIC KING
42500,5,4,Residence area,4,DELUXE
30000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
45000,5,4,Residence area,1,DELUXE
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
0,5,4,Residence area,2,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
0,5,4,Residence area,1,CLASSIC KING
32500,5,4,Residence area,1,CLASSIC KING
40000,5,4,Residence area,1,DELUXE
32500,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,DELUXE
25000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,2,CLASSIC KING
28000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
40000,5,4,Residence area,1,DELUXE
35000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
60000,5,4,Residence area,1,DIPLOMATIC
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
36000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,CLASSIC KING
30000,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
27000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
40000,5,4,Residence area,1,DELUXE
0,5,4,Residence area,1,DELUXE
30000,5,4,Residence area,1,CLASSIC KING
25000,5,4,Residence area,1,CLASSIC KING
35000,5,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,2,DELUXE
35000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,2,DELUXE
35000,6,4,Residence area,2,DELUXE
35000,6,4,Residence area,1,CLASSIC KING
45000,6,4,Residence area,1,DELUXE
30000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
35000,6,4,Residence area,2,CLASSIC KING
25000,6,4,Residence area,2,CLASSIC KING
25000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
28000,6,4,Residence area,1,CLASSIC KING
35000,6,4,Residence area,1,CLASSIC KING
35000,6,4,Residence area,1,DELUXE
35000,6,4,Residence area,1,DELUXE
35000,6,4,Residence area,1,DELUXE
42500,6,4,Residence area,1,DELUXE
30000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
42500,6,4,Residence area,1,DELUXE
60000,6,4,Residence area,1,DIPLOMATIC
20000,6,4,Residence area,1,CLASSIC KING
32500,6,4,Residence area,1,CLASSIC KING
27222,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,1,CLASSIC KING
45000,6,4,Residence area,1,DELUXE
65000,6,4,Residence area,1,DIPLOMATIC
65000,6,4,Residence area,5,DIPLOMATIC
65000,6,4,Residence area,5,DIPLOMATIC
65000,6,4,Residence area,5,DIPLOMATIC
35000,6,4,Residence area,1,CLASSIC KING
50000,6,4,Residence area,2,DIPLOMATIC
35000,6,4,Residence area,3,CLASSIC KING
45000,6,4,Residence area,3,DELUXE
35000,6,4,Residence area,5,CLASSIC KING
30000,6,4,Residence area,3,CLASSIC KING
35000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
45000,6,4,Residence area,1,DELUXE
65000,6,4,Residence area,1,DIPLOMATIC
40000,6,4,Residence area,1,DELUXE
20000,6,4,Residence area,1,CLASSIC KING
20000,6,4,Residence area,1,CLASSIC KING
20000,6,4,Residence area,1,CLASSIC KING
20000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
40000,6,4,Residence area,1,DELUXE
30000,6,4,Residence area,1,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
0,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
35000,6,4,Residence area,1,CLASSIC KING
35000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,2,CLASSIC KING
35000,6,4,Residence area,2,CLASSIC KING
25000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
30000,6,4,Residence area,1,CLASSIC KING
40000,6,4,Residence area,1,DELUXE
25000,7,4,Residence area,1,CLASSIC KING
52000,7,4,Residence area,1,DIPLOMATIC
15000,7,4,Residence area,2,CLASSIC KING
40000,7,4,Residence area,2,DIPLOMATIC
27000,7,4,Residence area,1,CLASSIC KING
0,7,4,Residence area,16,CLASSIC KING
0,7,4,Residence area,9,CLASSIC KING
28000,7,4,Residence area,3,CLASSIC KING
25000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
32000,7,4,Residence area,2,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
28000,7,4,Residence area,4,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
60000,7,4,Residence area,2,DIPLOMATIC
35000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
45000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,1,DIPLOMATIC
30000,7,4,Residence area,1,DIPLOMATIC
60000,7,4,Residence area,1,DIPLOMATIC
180000,7,4,Residence area,1,APARTMENT
30000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
0,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,MAINTENANCE BLOCK
25000,7,4,Residence area,7,CLASSIC KING
25000,7,4,Residence area,7,CLASSIC KING
25000,7,4,Residence area,11,CLASSIC KING
25000,7,4,Residence area,5,DELUXE
0,7,4,Residence area,5,DELUXE
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
0,7,4,Residence area,181,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
36000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,2,CLASSIC KING
0,7,4,Residence area,4,MAINTENANCE BLOCK
0,7,4,Residence area,2,DIPLOMATIC
0,7,4,Residence area,4,DIPLOMATIC
35000,7,4,Residence area,4,DELUXE
0,7,4,Residence area,2,DIPLOMATIC
0,7,4,Residence area,3,DIPLOMATIC
30000,7,4,Residence area,10,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,3,CLASSIC KING
25000,7,4,Residence area,2,DIPLOMATIC
25000,7,4,Residence area,2,DIPLOMATIC
25000,7,4,Residence area,2,CLASSIC KING
25000,7,4,Residence area,2,DELUXE
25000,7,4,Residence area,2,CLASSIC KING
25000,7,4,Residence area,2,CLASSIC KING
25000,7,4,Residence area,2,DELUXE
25000,7,4,Residence area,2,DIPLOMATIC
25000,7,4,Residence area,1,DIPLOMATIC
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
25000,7,4,Residence area,2,CLASSIC KING
15000,7,4,Residence area,2,CLASSIC KING
15000,7,4,Residence area,2,CLASSIC KING
15000,7,4,Residence area,2,CLASSIC KING
15000,7,4,Residence area,2,CLASSIC KING
15000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,DELUXE
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,DELUXE
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
20000,7,4,Residence area,2,CLASSIC KING
50000,7,4,Residence area,2,DIPLOMATIC
25000,7,4,Residence area,2,CLASSIC KING
0,7,4,Residence area,1,DELUXE
27000,7,4,Residence area,1,CLASSIC KING
40000,7,4,Residence area,2,DELUXE
32000,7,4,Residence area,0,CLASSIC KING
42500,7,4,Residence area,1,DELUXE
0,7,4,Residence area,7,MAINTENANCE BLOCK
25000,7,4,Residence area,6,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
35000,7,4,Residence area,3,CLASSIC KING
0,7,4,Residence area,3,CLASSIC KING
0,7,4,Residence area,116,MAINTENANCE BLOCK
35000,7,4,Residence area,1,CLASSIC KING
40000,7,4,Residence area,2,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
15000,7,4,Residence area,4,CLASSIC KING
30000,7,4,Residence area,4,CLASSIC KING
50001,7,4,Residence area,4,CLASSIC KING
25000,7,4,Residence area,1,CLASSIC KING
35000,7,4,Residence area,1,DELUXE
40000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
55000,7,4,Residence area,1,DIPLOMATIC
55000,7,4,Residence area,3,DIPLOMATIC
25000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,3,CLASSIC KING
30000,7,4,Residence area,3,CLASSIC KING
30000,7,4,Residence area,3,DELUXE
25000,7,4,Residence area,3,CLASSIC KING
60000,7,4,Residence area,1,DIPLOMATIC
60000,7,4,Residence area,1,DIPLOMATIC
42500,7,4,Residence area,1,DELUXE
42500,7,4,Residence area,1,CLASSIC KING
42500,7,4,Residence area,1,DELUXE
35000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,3,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
21429,7,4,Residence area,3,DELUXE
